Frequency (Hz)	Level (dB)
12575.390625	-110.816948
12586.157227	-113.590843
12596.923828	-114.897858
12607.690430	-113.385361
12618.457031	-111.757835
12629.223633	-114.482071
12639.990234	-113.896233
12650.756836	-112.858910
12661.523438	-114.311150
12672.290039	-113.522057
12683.056641	-112.080978
12693.823242	-112.897530
12704.589844	-112.148369
12715.356445	-114.168533
12726.123047	-114.953773
12736.889648	-112.948692
12747.656250	-112.359619
12758.422852	-113.677063
12769.189453	-112.514709
12779.956055	-111.662308
12790.722656	-112.313438
12801.489258	-113.495522
12812.255859	-113.026115
12823.022461	-112.758835
12833.789062	-112.161423
12844.555664	-112.330818
12855.322266	-111.154762
12866.088867	-110.866112
12876.855469	-110.473526
12887.622070	-110.971054
12898.388672	-111.438126
12909.155273	-110.492386
12919.921875	-110.197426
12930.688477	-111.248093
12941.455078	-110.669418
12952.221680	-109.978271
12962.988281	-111.412689
12973.754883	-112.425186
12984.521484	-111.594193
12995.288086	-110.837074
13006.054688	-110.604858
13016.821289	-111.221962
13027.587891	-110.235245
13038.354492	-110.287384
13049.121094	-111.175163
13059.887695	-110.295052
13070.654297	-109.905624
13081.420898	-110.140427
13092.187500	-109.781822
13102.954102	-111.359406
13113.720703	-111.168289
13124.487305	-110.436111
13135.253906	-112.298683
13146.020508	-112.180115
13156.787109	-112.255676
13167.553711	-112.060921
13178.320312	-112.130272
13189.086914	-111.771561
13199.853516	-111.550194
13210.620117	-112.213860
13221.386719	-112.119614
13232.153320	-113.059608
13242.919922	-113.761864
13253.686523	-112.625633
13264.453125	-110.533554
13275.219727	-111.644493
13285.986328	-111.333237
13296.752930	-110.133484
13307.519531	-111.945488
13318.286133	-112.749512
13329.052734	-111.665085
13339.819336	-111.946846
13350.585938	-112.637383
13361.352539	-112.633659
13372.119141	-111.349876
13382.885742	-111.639694
13393.652344	-111.644821
13404.418945	-110.949631
13415.185547	-112.674850
13425.952148	-113.131340
13436.718750	-114.830055
13447.485352	-115.747314
13458.251953	-114.364418
13469.018555	-114.022697
13479.785156	-113.621956
13490.551758	-112.841644
13501.318359	-112.804077
13512.084961	-113.240952
13522.851562	-112.557289
13533.618164	-113.903328
13544.384766	-114.637604
13555.151367	-114.166084
13565.917969	-112.760223
13576.684570	-111.328827
13587.451172	-112.501289
13598.217773	-112.265976
13608.984375	-111.523773
13619.750977	-113.047585
13630.517578	-113.537460
13641.284180	-113.594154
13652.050781	-112.343987
13662.817383	-113.191177
13673.583984	-112.661034
13684.350586	-112.687302
13695.117188	-112.583359
13705.883789	-112.416588
13716.650391	-112.092903
13727.416992	-112.576241
13738.183594	-112.929184
13748.950195	-112.643547
13759.716797	-112.093018
13770.483398	-110.731537
13781.250000	-109.377708
13792.016602	-111.097847
13802.783203	-112.238922
13813.549805	-112.625023
13824.316406	-112.932266
13835.083008	-114.360130
13845.849609	-114.529564
13856.616211	-113.468704
13867.382812	-113.020271
13878.149414	-113.300270
13888.916016	-113.299446
13899.682617	-114.520264
13910.449219	-115.629730
13921.215820	-115.769035
13931.982422	-114.364296
13942.749023	-112.770821
13953.515625	-112.925934
13964.282227	-114.986061
13975.048828	-114.220230
13985.815430	-115.091980
13996.582031	-114.143379
14007.348633	-114.378265
14018.115234	-114.210632
14028.881836	-114.417953
14039.648438	-114.065605
14050.415039	-115.352234
14061.181641	-113.917900
14071.948242	-113.685555
14082.714844	-112.783958
14093.481445	-113.113518
14104.248047	-113.716156
14115.014648	-113.495064
14125.781250	-113.227341
14136.547852	-114.611000
14147.314453	-115.937553
14158.081055	-114.532310
14168.847656	-112.983604
14179.614258	-113.291801
14190.380859	-112.409454
14201.147461	-110.509758
14211.914062	-110.156487
14222.680664	-111.858551
14233.447266	-112.271461
14244.213867	-113.812225
14254.980469	-114.765121
14265.747070	-113.785934
14276.513672	-114.031494
14287.280273	-113.723000
14298.046875	-113.241570
14308.813477	-113.817085
14319.580078	-115.308159
14330.346680	-115.623520
14341.113281	-115.151260
14351.879883	-114.491165
14362.646484	-112.724701
14373.413086	-112.140160
14384.179688	-112.083153
14394.946289	-111.543655
14405.712891	-111.431870
14416.479492	-112.289085
14427.246094	-113.285408
14438.012695	-112.744049
14448.779297	-112.756798
14459.545898	-113.376572
14470.312500	-112.048256
14481.079102	-113.046211
14491.845703	-113.041870
14502.612305	-113.320114
14513.378906	-113.723022
14524.145508	-114.014404
14534.912109	-114.393295
14545.678711	-113.421753
14556.445312	-110.992386
14567.211914	-112.365982
14577.978516	-112.925591
14588.745117	-111.574249
14599.511719	-111.252060
14610.278320	-112.060631
14621.044922	-110.769386
14631.811523	-111.103050
14642.578125	-112.540009
14653.344727	-112.278229
14664.111328	-112.106407
14674.877930	-112.303459
14685.644531	-111.995384
14696.411133	-111.651855
14707.177734	-111.914429
14717.944336	-112.582405
14728.710938	-112.047089
14739.477539	-111.374161
14750.244141	-113.030495
14761.010742	-113.213974
14771.777344	-112.471046
14782.543945	-113.121788
14793.310547	-113.065475
14804.077148	-112.691597
14814.843750	-112.321968
14825.610352	-110.852104
14836.376953	-111.432838
14847.143555	-112.423492
14857.910156	-112.355080
14868.676758	-113.806595
14879.443359	-113.832123
14890.209961	-113.440498
14900.976562	-112.642525
14911.743164	-112.956055
14922.509766	-113.086670
14933.276367	-112.770111
14944.042969	-112.896301
14954.809570	-112.098564
14965.576172	-112.489777
14976.342773	-112.459869
14987.109375	-110.930626
14997.875977	-111.040848
15008.642578	-112.649742
15019.409180	-114.631012
15030.175781	-112.989075
15040.942383	-112.932671
15051.708984	-113.929077
15062.475586	-113.260109
15073.242188	-111.646004
15084.008789	-111.626709
15094.775391	-111.849037
15105.541992	-110.473518
15116.308594	-109.369484
15127.075195	-111.147034
15137.841797	-111.682220
15148.608398	-110.248352
15159.375000	-108.909775
15170.141602	-109.669388
15180.908203	-110.263329
15191.674805	-111.461411
15202.441406	-108.674065
15213.208008	-109.508263
15223.974609	-112.605980
15234.741211	-111.746880
15245.507812	-112.663010
15256.274414	-109.916862
15267.041016	-109.238960
15277.807617	-110.292404
15288.574219	-109.845016
15299.340820	-110.961143
15310.107422	-109.996109
15320.874023	-109.694603
15331.640625	-110.845428
15342.407227	-110.000031
15353.173828	-109.910294
15363.940430	-111.797012
15374.707031	-111.839035
15385.473633	-111.642990
15396.240234	-111.865402
15407.006836	-112.792213
15417.773438	-112.176369
15428.540039	-111.106056
15439.306641	-110.907768
15450.073242	-111.847488
15460.839844	-110.440620
15471.606445	-111.072685
15482.373047	-111.994514
15493.139648	-111.197266
15503.906250	-110.447624
15514.672852	-110.084213
15525.439453	-110.652519
15536.206055	-111.620132
15546.972656	-110.241776
15557.739258	-110.276909
15568.505859	-113.302689
15579.272461	-113.904106
15590.039062	-112.869041
15600.805664	-113.634834
15611.572266	-114.129730
15622.338867	-112.268318
15633.105469	-111.657532
15643.872070	-113.137871
15654.638672	-115.040306
15665.405273	-116.170883
15676.171875	-112.718765
15686.938477	-113.391296
15697.705078	-114.669670
15708.471680	-113.291924
15719.238281	-115.439484
15730.004883	-118.212738
15740.771484	-121.027420
15751.538086	-123.941902
15762.304688	-128.657379
15773.071289	-136.945618
15783.837891	-136.977539
15794.604492	-137.617294
15805.371094	-140.966614
15816.137695	-141.175858
15826.904297	-140.881836
15837.670898	-143.687607
15848.437500	-149.407959
15859.204102	-146.161514
15869.970703	-144.427139
15880.737305	-145.522369
15891.503906	-146.857117
15902.270508	-145.919434
15913.037109	-146.311417
15923.803711	-148.970840
15934.570312	-143.820801
15945.336914	-141.679565
15956.103516	-142.361969
15966.870117	-142.918304
15977.636719	-142.157745
15988.403320	-139.692688
15999.169922	-140.992218
16009.936523	-141.020279
16020.703125	-142.514557
16031.469727	-143.737946
16042.236328	-143.768509
16053.002930	-145.434189
16063.769531	-145.968933
16074.536133	-148.108093
16085.302734	-148.398178
16096.069336	-149.488922
16106.835938	-149.874863
16117.602539	-148.221237
16128.369141	-151.935577
16139.135742	-158.354324
16149.902344	-162.335754
16160.668945	-162.462891
16171.435547	-161.853134
16182.202148	-155.760635
16192.968750	-141.575653
16203.735352	-135.880920
16214.501953	-138.972397
16225.268555	-153.237900
16236.035156	-160.494156
16246.801758	-153.200806
16257.568359	-150.390686
16268.334961	-154.060699
16279.101562	-152.996216
16289.868164	-150.583221
16300.634766	-155.790909
16311.401367	-167.079758
16322.167969	-173.807846
16332.934570	-176.524796
16343.701172	-180.554001
16354.467773	-180.281509
16365.234375	-178.525940
16376.000977	-179.295807
16386.767578	-183.658859
16397.534180	-182.354111
16408.300781	-184.115738
16419.067383	-187.124405
16429.833984	-184.103806
16440.600586	-179.206696
16451.367188	-175.415985
16462.133789	-174.747391
16472.900391	-176.374008
16483.666992	-174.993149
16494.433594	-177.273621
16505.200195	-182.716797
16515.966797	-185.331177
16526.733398	-181.776917
16537.500000	-176.898163
16548.266602	-181.698212
16559.033203	-187.381424
16569.799805	-182.606308
16580.566406	-176.502075
16591.333008	-173.359024
16602.099609	-174.038071
16612.866211	-171.484634
16623.632812	-171.213333
16634.399414	-175.334885
16645.166016	-178.006119
16655.932617	-180.477173
16666.699219	-184.264008
16677.465820	-185.226791
16688.232422	-187.782761
16698.999023	-185.452972
16709.765625	-183.265793
16720.532227	-176.806747
16731.298828	-173.560486
16742.065430	-169.327560
16752.832031	-168.623734
16763.598633	-162.872314
16774.365234	-152.593811
16785.131836	-147.551117
16795.898438	-150.564316
16806.665039	-154.193008
16817.431641	-152.044556
16828.198242	-158.258667
16838.964844	-173.141129
16849.731445	-163.779251
16860.498047	-149.118317
16871.264648	-145.740799
16882.031250	-150.920898
16892.797852	-164.363770
16903.564453	-173.307709
16914.331055	-177.424530
16925.097656	-175.636658
16935.864258	-165.147125
16946.630859	-154.561676
16957.397461	-151.834137
16968.164062	-157.103775
16978.930664	-169.405411
16989.697266	-180.860413
17000.463867	-180.256180
17011.230469	-173.673431
17021.997070	-160.139923
17032.763672	-154.648697
17043.530273	-156.819046
17054.296875	-158.747543
17065.063477	-153.800354
17075.830078	-151.613571
17086.596680	-150.316315
17097.363281	-154.814285
17108.129883	-162.328110
17118.896484	-170.971344
17129.663086	-175.228226
17140.429688	-177.341705
17151.196289	-175.918121
17161.962891	-174.841095
17172.729492	-165.417389
17183.496094	-154.405731
17194.262695	-148.651474
17205.029297	-148.068085
17215.795898	-151.917023
17226.562500	-158.438293
17237.329102	-155.763611
17248.095703	-152.652512
17258.862305	-153.715485
17269.628906	-159.964615
17280.395508	-170.535278
17291.162109	-175.530228
17301.928711	-173.626984
17312.695312	-173.600403
17323.461914	-171.673355
17334.228516	-165.779663
17344.995117	-156.457764
17355.761719	-150.821289
17366.528320	-148.639084
17377.294922	-149.751633
17388.061523	-150.628036
17398.828125	-152.633255
17409.594727	-148.550949
17420.361328	-145.452911
17431.127930	-150.871582
17441.894531	-164.569672
17452.661133	-171.614517
17463.427734	-173.026413
17474.194336	-162.875580
17484.960938	-152.545013
17495.727539	-148.654648
17506.494141	-152.508942
17517.260742	-165.171600
17528.027344	-178.545807
17538.793945	-180.300903
17549.560547	-175.360077
17560.327148	-165.313263
17571.093750	-150.634293
17581.860352	-144.559280
17592.626953	-147.415466
17603.393555	-160.665070
17614.160156	-161.545532
17624.926758	-150.023178
17635.693359	-145.873276
17646.459961	-149.760117
17657.226562	-151.910477
17667.993164	-149.730225
17678.759766	-155.733398
17689.526367	-168.450287
17700.292969	-176.009079
17711.059570	-178.558395
17721.826172	-181.378784
17732.592773	-182.456696
17743.359375	-183.108459
17754.125977	-182.276352
17764.892578	-184.717072
17775.659180	-185.761276
17786.425781	-188.791641
17797.192383	-189.300339
17807.958984	-190.393646
17818.725586	-185.819183
17829.492188	-181.002014
17840.258789	-179.176620
17851.025391	-179.496597
17861.791992	-176.584045
17872.558594	-178.341232
17883.325195	-182.841293
17894.091797	-186.632095
17904.858398	-178.218399
17915.625000	-172.196732
17926.391602	-178.069397
17937.158203	-190.130112
17947.924805	-188.935837
17958.691406	-185.768219
17969.458008	-182.390274
17980.224609	-181.725342
17990.991211	-178.874649
18001.757812	-178.960663
18012.524414	-182.516510
18023.291016	-183.832565
18034.057617	-185.145493
18044.824219	-183.509598
18055.590820	-181.471832
18066.357422	-177.911545
18077.124023	-173.379990
18087.890625	-173.484238
18098.657227	-169.608994
18109.423828	-166.872101
18120.190430	-164.175079
18130.957031	-164.257385
18141.723633	-159.485687
18152.490234	-149.173294
18163.256836	-143.992523
18174.023438	-146.774994
18184.790039	-146.854233
18195.556641	-143.315964
18206.323242	-147.649567
18217.089844	-159.275543
18227.856445	-158.727005
18238.623047	-145.303116
18249.389648	-142.458755
18260.156250	-148.521835
18270.922852	-163.208603
18281.689453	-173.192001
18292.456055	-178.820755
18303.222656	-175.988510
18313.989258	-163.764603
18324.755859	-151.722488
18335.522461	-148.270279
18346.289062	-152.734100
18357.055664	-164.259735
18367.822266	-175.935516
18378.588867	-176.911102
18389.355469	-176.280670
18400.122070	-170.034164
18410.888672	-162.049561
18421.655273	-161.275299
18432.421875	-162.615036
18443.188477	-161.588364
18453.955078	-159.333221
18464.721680	-155.230881
18475.488281	-156.755936
18486.254883	-162.910553
18497.021484	-170.707367
18507.788086	-175.444061
18518.554688	-178.233994
18529.321289	-179.684540
18540.087891	-174.947205
18550.854492	-164.240692
18561.621094	-152.642395
18572.387695	-146.738541
18583.154297	-145.693695
18593.920898	-148.746979
18604.687500	-156.217712
18615.454102	-157.943970
18626.220703	-156.836594
18636.987305	-158.845978
18647.753906	-164.801147
18658.520508	-173.593750
18669.287109	-181.432190
18680.053711	-181.837082
18690.820312	-180.395950
18701.586914	-178.857376
18712.353516	-173.928162
18723.120117	-163.811752
18733.886719	-151.666626
18744.653320	-146.861526
18755.419922	-148.849731
18766.186523	-150.953278
18776.953125	-151.380341
18787.719727	-145.968430
18798.486328	-143.075531
18809.252930	-148.612839
18820.019531	-163.122803
18830.786133	-171.978607
18841.552734	-172.915298
18852.319336	-161.197281
18863.085938	-150.364029
18873.852539	-146.142670
18884.619141	-149.667725
18895.385742	-161.594879
18906.152344	-174.046967
18916.918945	-177.393051
18927.685547	-171.795624
18938.452148	-161.675827
18949.218750	-147.105499
18959.985352	-141.078751
18970.751953	-143.914322
18981.518555	-157.136368
18992.285156	-156.550903
19003.051758	-144.741959
19013.818359	-140.405670
19024.584961	-144.135300
19035.351562	-145.153381
19046.118164	-142.736267
19056.884766	-148.436203
19067.651367	-160.184006
19078.417969	-167.379410
19089.184570	-169.287216
19099.951172	-174.094727
19110.717773	-178.395599
19121.484375	-183.951874
19132.250977	-184.460358
19143.017578	-187.786469
19153.784180	-187.872421
19164.550781	-186.245911
19175.317383	-183.607697
19186.083984	-182.445679
19196.850586	-181.100967
19207.617188	-177.422455
19218.383789	-177.319946
19229.150391	-179.125137
19239.916992	-177.589401
19250.683594	-179.560379
19261.450195	-183.261063
19272.216797	-185.336227
19282.983398	-174.738419
19293.750000	-168.739777
19304.516602	-174.576981
19315.283203	-188.452576
19326.049805	-186.804642
19336.816406	-182.904617
19347.583008	-181.922348
19358.349609	-185.431122
19369.116211	-188.486237
19379.882812	-189.407501
19390.649414	-187.690536
19401.416016	-185.789001
19412.182617	-185.188782
19422.949219	-186.139084
19433.715820	-185.222000
19444.482422	-184.222595
19455.249023	-181.834747
19466.015625	-183.425079
19476.782227	-182.708359
19487.548828	-180.493744
19498.315430	-178.017303
19509.082031	-177.891998
19519.848633	-172.760864
19530.615234	-163.251572
19541.381836	-158.527191
19552.148438	-161.655899
19562.915039	-169.916199
19573.681641	-165.867889
19584.448242	-165.778687
19595.214844	-170.856537
19605.981445	-162.298477
19616.748047	-147.852310
19627.514648	-144.665100
19638.281250	-150.072037
19649.047852	-163.426147
19659.814453	-172.323273
19670.581055	-174.591827
19681.347656	-170.227890
19692.114258	-157.324371
19702.880859	-145.293716
19713.647461	-141.845093
19724.414062	-146.293808
19735.180664	-157.700775
19745.947266	-170.673294
19756.713867	-172.625458
19767.480469	-166.592941
19778.247070	-153.772903
19789.013672	-148.849548
19799.780273	-151.952774
19810.546875	-154.951370
19821.313477	-149.105286
19832.080078	-145.626389
19842.846680	-143.305847
19853.613281	-147.526428
19864.379883	-156.534592
19875.146484	-165.349060
19885.913086	-171.758911
19896.679688	-177.221893
19907.446289	-178.419388
19918.212891	-176.499939
19928.979492	-166.928177
19939.746094	-154.632263
19950.512695	-147.969849
19961.279297	-146.373428
19972.045898	-149.039108
19982.812500	-155.256195
19993.579102	-151.340424
20004.345703	-149.287720
20015.112305	-151.325195
20025.878906	-158.220413
20036.645508	-170.518723
20047.412109	-181.999176
20058.178711	-182.840088
20068.945312	-177.255722
20079.711914	-170.486649
20090.478516	-161.979248
20101.245117	-153.935822
20112.011719	-149.464127
20122.778320	-147.753799
20133.544922	-150.523041
20144.311523	-153.750748
20155.078125	-157.430237
20165.844727	-154.178497
20176.611328	-151.106354
20187.377930	-156.601410
20198.144531	-170.204147
20208.911133	-176.421097
20219.677734	-178.673004
20230.444336	-176.057251
20241.210938	-168.611862
20251.977539	-164.753601
20262.744141	-167.830795
20273.510742	-178.299744
20284.277344	-183.694550
20295.043945	-182.429947
20305.810547	-175.860931
20316.577148	-164.413162
20327.343750	-149.480225
20338.110352	-143.312180
20348.876953	-146.090698
20359.643555	-159.744186
20370.410156	-163.504471
20381.176758	-153.787949
20391.943359	-150.394394
20402.709961	-154.337814
20413.476562	-155.981247
20424.243164	-153.799805
20435.009766	-158.940689
20445.776367	-169.691544
20456.542969	-176.571243
20467.309570	-177.088028
20478.076172	-177.979279
20488.842773	-177.984207
20499.609375	-176.887726
20510.375977	-174.501480
20521.142578	-177.072968
20531.909180	-177.788025
20542.675781	-179.067093
20553.442383	-178.852875
20564.208984	-178.111923
20574.975586	-178.967575
20585.742188	-178.952820
20596.508789	-181.050095
20607.275391	-182.921234
20618.041992	-179.183914
20628.808594	-180.236847
20639.575195	-182.719162
20650.341797	-185.075974
20661.108398	-174.916626
20671.875000	-168.921478
20682.641602	-174.974594
20693.408203	-188.297256
20704.174805	-190.851364
20714.941406	-187.778214
20725.708008	-185.712479
20736.474609	-184.447128
20747.241211	-179.285202
20758.007812	-177.651535
20768.774414	-179.596893
20779.541016	-181.156738
20790.307617	-182.773285
20801.074219	-183.169525
20811.840820	-182.702026
20822.607422	-181.897293
20833.374023	-179.493851
20844.140625	-180.926483
20854.907227	-179.020065
20865.673828	-174.889053
20876.440430	-170.165115
20887.207031	-167.985016
20897.973633	-160.909378
20908.740234	-149.895020
20919.506836	-144.615509
20930.273438	-147.289505
20941.040039	-150.942261
20951.806641	-149.589096
20962.573242	-156.379364
20973.339844	-168.673660
20984.106445	-156.859131
20994.873047	-142.318619
21005.639648	-139.068512
21016.406250	-144.543274
21027.172852	-158.314880
21037.939453	-168.540039
21048.706055	-175.513870
21059.472656	-174.585342
21070.239258	-168.512817
21081.005859	-158.560410
21091.772461	-155.435089
21102.539062	-159.824188
21113.305664	-169.868835
21124.072266	-180.714340
21134.838867	-182.863281
21145.605469	-178.414612
21156.372070	-160.119659
21167.138672	-152.779938
21177.905273	-153.800369
21188.671875	-158.496292
21199.438477	-158.946182
21210.205078	-153.988312
21220.971680	-146.549362
21231.738281	-145.282867
21242.504883	-148.963089
21253.271484	-157.296204
21264.038086	-165.673172
21274.804688	-172.694550
21285.571289	-177.817627
21296.337891	-174.784698
21307.104492	-165.675842
21317.871094	-155.173645
21328.637695	-150.337646
21339.404297	-150.957733
21350.170898	-156.358337
21360.937500	-159.168823
21371.704102	-154.386826
21382.470703	-154.886139
21393.237305	-160.998901
21404.003906	-172.654739
21414.770508	-178.186523
21425.537109	-177.371017
21436.303711	-175.613022
21447.070312	-175.227722
21457.836914	-172.131668
21468.603516	-165.290573
21479.370117	-156.398941
21490.136719	-151.166962
21500.903320	-151.159653
21511.669922	-156.473984
21522.436523	-159.222076
21533.203125	-161.314880
21543.969727	-163.670258
21554.736328	-160.526230
21565.502930	-162.832886
21576.269531	-171.082062
21587.036133	-174.741348
21597.802734	-172.306015
21608.569336	-160.685974
21619.335938	-150.448837
21630.102539	-146.979645
21640.869141	-151.289856
21651.635742	-164.784821
21662.402344	-176.939392
21673.168945	-176.401901
21683.935547	-168.389740
21694.702148	-157.965256
21705.468750	-143.769119
21716.235352	-138.079269
21727.001953	-141.189789
21737.768555	-155.396179
21748.535156	-163.580063
21759.301758	-156.268494
21770.068359	-152.938858
21780.834961	-156.458160
21791.601562	-156.267075
21802.368164	-153.781052
21813.134766	-159.518875
21823.901367	-172.311829
21834.667969	-182.463135
21845.434570	-185.039627
21856.201172	-182.005112
21866.967773	-183.093613
21877.734375	-183.853699
21888.500977	-183.142120
21899.267578	-185.250183
21910.034180	-184.541122
21920.800781	-182.764587
21931.567383	-183.065216
21942.333984	-181.237930
21953.100586	-177.026184
21963.867188	-173.399918
21974.633789	-173.489594
21985.400391	-176.604858
21996.166992	-175.657349
22006.933594	-178.560791
22017.700195	-183.751343
22028.466797	-186.555984
22039.233398	-187.936432
